simulation,total_revenue
2686,20083830.528798845
2687,20057232.50340183
2688,20097263.019079406
2689,20096968.4973904
2690,20119019.27754661
2691,20054352.281812884
2692,20081496.036025673
2693,20061465.596377127
2694,20121870.425331585
2695,20084681.94306357
2696,20108165.306790676
2697,20067601.04260393
2698,20075117.64091975
2699,20090838.294785123
2700,20100315.322753653
2701,20088602.891344532
2702,20095698.26484083
2703,20067278.130990855
2704,20083543.454303123
2705,20119877.13491669
2706,20072411.182831213
2707,20102571.12443442
2708,20079895.14308204
2709,20105989.120370384
2710,20085578.293922435
2711,20071500.609968793
2712,20076129.67162177
2713,20081526.276176114
2714,20091742.54542491
2715,20097576.037946507
2716,20074195.561089613
2717,20106270.06076204
2718,20038319.530942902
2719,20062239.757385388
2720,20101803.976088688
2721,20074293.619814005
2722,20109237.605237227
2723,20052283.28497643
2724,20084782.217588417
2725,20061204.302403215
2726,20073832.160527956
2727,20074369.160673246
2728,20104594.83961759
2729,20059492.495381214
2730,20074954.26127352
2731,20070845.226884123
2732,20076656.8882384
2733,20059167.997206606
2734,20088415.241349157
2735,20098343.943504795
2736,20068734.3348375
2737,20073710.32299417
2738,20065093.526838597
2739,20085150.778761737
2740,20061805.693395045
2741,20075504.53057882
2742,20092316.10610442
2743,20063891.628596816
2744,20095011.0712828
2745,20086378.67767371
2746,20118573.778572995
2747,20063211.447269496
2748,20065717.373930007
2749,20087796.437352233
2750,20097406.10328462
2751,20089979.70064321
2752,20094797.060929727
2753,20094725.0278727
2754,20109179.597730745
2755,20079351.659680057
2756,20090558.18283938
2757,20067497.209859893
2758,20082017.287939258
2759,20095789.19357725
2760,20097301.326752868
2761,20110564.696016923
2762,20059446.513995096
2763,20104859.36088823
2764,20071317.00743039
2765,20118909.42470879
2766,20102386.647940766
2767,20067201.728802633
2768,20093091.619209405
2769,20097258.782085482
2770,20058223.86216306
2771,20080272.19502069
2772,20065332.091477595
2773,20083841.146688238
2774,20079778.23628446
2775,20069965.85957307
2776,20053356.12841473
2777,20074888.637951896
2778,20107383.90914007
2779,20044340.280678418
2780,20089143.163122617
2781,20095598.864974644
2782,20106528.74515863
2783,20108596.697234064
2784,20078421.97980493
2785,20068162.306261085
2786,20076252.023823723
2787,20069832.53997969
2788,20079828.50179784
2789,20110749.98405861
2790,20098169.939026933
2791,20082102.620220896
2792,20081356.03853444
2793,20057510.719459847
2794,20112612.15209795
2795,20074184.74117194
2796,20110680.03478272
2797,20091458.152444527
2798,20077549.243818756
2799,20113980.490007296
2800,20080977.295431163
2801,20078603.179127764
2802,20083787.94252884
2803,20096367.96909977
2804,20100411.778175194
2805,20084677.35242701
2806,20083932.34477803
2807,20078615.28668971
2808,20103958.277324792
2809,20099446.290276363
2810,20117419.565532014
2811,20070286.715745043
2812,20109412.810399547
2813,20098326.226834193
2814,20102934.704125483
2815,20096071.41898679
2816,20075765.404512867
2817,20083019.65355115
2818,20065013.664525554
2819,20027329.541735917
2820,20101167.38317618
2821,20067828.3143698
2822,20079650.703179117
2823,20076316.137650963
2824,20109608.955576573
2825,20045990.99081491
2826,20072485.660662953
2827,20074168.970200535
2828,20083149.9223514
2829,20049663.215640347
2830,20103051.981160183
2831,20086950.603412036
2832,20124711.617601186
2833,20057401.764481492
2834,20089054.180673525
2835,20069985.747764148
2836,20111636.16170673
2837,20116393.313479885
2838,20100399.79083644
2839,20105695.00126529
2840,20074396.235726047
2841,20083462.21549753
2842,20094241.650349665
2843,20080919.772827107
2844,20108962.531754337
2845,20099511.25886637
2846,20058965.30237536
2847,20079348.51510518
2848,20074654.42042821
2849,20107825.250188913
2850,20094878.019365564
2851,20079150.932137765
2852,20102524.566494476
2853,20093944.645554185
2854,20096287.71528315
2855,20074084.813684516
2856,20087382.43048344
2857,20104887.909808204
2858,20115465.097264677
2859,20047275.17410523
2860,20113525.220558453
2861,20070379.439633984
2862,20075840.648082923
2863,20108562.742349107
2864,20081052.55726687
2865,20088003.75672635
2866,20068589.613511063
2867,20041740.342693724
2868,20092744.557789795
2869,20073097.97037327
2870,20079637.222690564
2871,20082920.39589789
2872,20098004.221586853
2873,20097288.59973412
2874,20115656.14456303
2875,20069329.653995566
2876,20111732.498362064
2877,20104160.555228565
2878,20102560.88713709
2879,20071780.09206472
2880,20061834.170513075
2881,20116052.162704058
2882,20105783.398158945
2883,20085401.48111157
2884,20110927.97255841
2885,20078717.490869004
2886,20103535.251739755
2887,20051145.534347612
2888,20108956.804633625
2889,20077410.243284937
2890,20094103.006915897
2891,20101520.491144136
2892,20101982.990966827
2893,20073351.099229585
2894,20104536.828137096
2895,20069788.843413163
2896,20077233.17601358
2897,20111760.939269654
2898,20069540.537791077
2899,20075987.67117416
2900,20105280.983483627
2901,20081973.96824163
2902,20072782.957992654
2903,20084390.21508716
2904,20125833.09184287
2905,20086357.872706424
2906,20089669.74962791
2907,20090014.025872022
2908,20078145.045127306
2909,20082671.796293903
2910,20072860.770309895
2911,20103828.183257874
2912,20068818.637232784
2913,20091698.08933094
2914,20087115.20647752
2915,20052531.741355184
2916,20077259.25633596
2917,20098621.94715601
2918,20075967.973439697
2919,20096359.59796835
2920,20097262.772627443
2921,20076728.905630462
2922,20088067.406808663
2923,20062090.102422904
2924,20065247.439214908
2925,20106867.590453938
2926,20083952.284320273
2927,20064619.62860086
2928,20077771.578306895
2929,20094437.330497414
2930,20109513.351808507
2931,20087320.377136283
2932,20081186.82088451
2933,20099075.392167002
2934,20063564.890914693
2935,20075293.63653924
2936,20109200.36801376
2937,20062601.07596128
2938,20088277.016315777
2939,20080724.314160198
2940,20120244.20474588
2941,20090401.147591043
2942,20069644.334332734
2943,20071841.438670702
2944,20109127.474237777
2945,20116875.94076516
2946,20095888.272886973
2947,20093464.350002456
2948,20080021.26721448
2949,20092195.64222926
2950,20103625.25208791
2951,20110404.87122594
2952,20123162.049981307
2953,20086773.72868589
2954,20078238.081561908
2955,20074647.08629799
2956,20099567.990166318
2957,20073547.920111626
2958,20077677.166238762
2959,20085878.108713955
2960,20077158.084285576
2961,20071326.775049902
2962,20082780.723821145
2963,20106566.17511362
2964,20081101.618534278
2965,20081552.405749828
2966,20088421.787833218
2967,20081230.09157891
2968,20055611.222914543
2969,20090987.262954623
2970,20095916.80263196
2971,20101743.146139175
2972,20077041.151790634
2973,20097919.0296514
2974,20080054.251302034
2975,20073147.478960305
2976,20111337.25358775
2977,20122257.60124676
2978,20063907.52090406
2979,20071796.581749734
2980,20112958.076121632
2981,20072958.937596954
2982,20064719.803275585
2983,20085608.1402033
2984,20082066.65304846
2985,20074562.225948412
2986,20075849.6600569
2987,20093643.99636977
2988,20096767.11956699
2989,20077682.41830422
2990,20124006.30069851
2991,20113751.540583916
2992,20116349.070755664
2993,20097913.5669995
2994,20052543.139094584
2995,20085561.59209531
2996,20077595.466180667
2997,20076456.16169968
2998,20084611.062490065
2999,20101744.483307235
3000,20076215.421866693
3001,20091575.328857027
3002,20077184.839674026
3003,20075152.140872728
3004,20059196.02995181
3005,20070001.228391342
3006,20077030.55521755
3007,20081542.303088907
3008,20080720.750138752
3009,20067201.60987081
3010,20088205.92869437
3011,20093845.168998305
3012,20054138.32139354
3013,20076984.60471151
3014,20099584.526075084
3015,20094278.966407467
3016,20059939.38776337
3017,20090762.999925043
3018,20107999.077494178
3019,20096323.385230716
3020,20130853.10911017
3021,20080558.386181876
3022,20116387.124859817
3023,20079193.50696127
3024,20135739.30371771
3025,20084187.38607621
3026,20086393.672779627
3027,20080649.581531934
3028,20064624.23730936
3029,20068389.305085763
3030,20081001.15664754
3031,20097069.851954363
3032,20087384.453739785
3033,20103535.75744028
3034,20113803.42333023
3035,20100402.931448583
3036,20065184.082318917
3037,20095211.038771387
3038,20077877.96975819
3039,20037608.19613433
3040,20103383.04520646
3041,20099689.55147093
3042,20056423.294304345
3043,20108844.854839545
3044,20118425.283753723
3045,20063459.975216534
3046,20100085.152994886
3047,20089061.495435383
3048,20076353.772304162
3049,20075621.79432199
3050,20104459.55218764
3051,20108918.081913624
3052,20107045.76413003
3053,20088422.49287403
3054,20105274.742481887
3055,20065596.556894913
3056,20113924.148353443
3057,20110170.79147719
3058,20074987.598194193
3059,20078011.201474994
3060,20079375.98459797
3061,20078002.115870114
3062,20104985.114835683
3063,20089427.274427373
3064,20077645.601076987
3065,20080355.91883899
3066,20088674.479607493
3067,20087415.928324427
3068,20079210.48520303
3069,20089301.29410786
3070,20087156.24489798
3071,20069637.677772243
3072,20105226.728989538
3073,20096740.08899333
3074,20088563.643493187
3075,20084022.934411827
3076,20094677.013805818
3077,20059624.29914697
3078,20077036.973798532
3079,20105567.44731882
3080,20091889.553404465
3081,20097664.132397234
3082,20061502.78170468
3083,20116974.521852
3084,20068020.630371034
3085,20076355.147652354
3086,20110782.981664743
3087,20115459.442062438
3088,20091573.73616514
3089,20083857.390724953
3090,20067060.3796199
3091,20077123.980252497
3092,20106627.088494297
3093,20122764.82843712
3094,20078663.85032853
3095,20127504.21158693
3096,20052934.355175205
3097,20095303.55775019
3098,20072727.298121706
3099,20064080.737468407
3100,20084903.911616404
3101,20068057.493639
3102,20047775.48626319
3103,20082919.923292294
3104,20097617.609508548
3105,20057043.672047608
3106,20093730.90014666
3107,20106485.301446036
3108,20111970.958676934
3109,20111970.711915895
3110,20056542.14000272
3111,20086318.41617261
3112,20064088.64532836
3113,20125797.676661704
3114,20101859.21616507
3115,20074156.21331872
3116,20099665.30378005
3117,20079131.025193512
3118,20095912.986827932
3119,20095754.498100113
3120,20124081.91837376
3121,20091903.540011182
3122,20068189.277378615
3123,20072267.265313953
3124,20081215.433694467
3125,20110790.84559468
3126,20134466.882474087
3127,20112002.253726058
3128,20117857.577986035
3129,20060559.15837087
3130,20070927.606598005
3131,20063880.293859843
3132,20071192.26404261
3133,20073052.335186366
3134,20093421.23533722
3135,20088756.249157976
3136,20114423.824018132
3137,20089296.23341954
3138,20076508.996681605
3139,20110058.197165124
3140,20136037.406817026
3141,20088309.970703017
3142,20103520.805870075
3143,20068122.145629305
3144,20081330.72677732
3145,20079586.782400545
3146,20064879.274366587
3147,20099710.946502622
3148,20114407.709455222
3149,20086672.68137225
3150,20093767.977908727
3151,20086047.18597219
3152,20087509.707750585
3153,20076963.057375442
3154,20072338.563942056
3155,20085701.126775626
3156,20087852.741462454
3157,20108347.281360462
3158,20076882.323526435
3159,20111551.2361955
3160,20095888.98132488
3161,20088976.50627946
3162,20127516.791939035
3163,20090519.650963835
3164,20092820.38912377
3165,20083740.430313032
3166,20093105.01432739
3167,20105318.39005943
3168,20049637.92369451
3169,20081606.754979238
3170,20060144.025336616
3171,20083333.575789366
3172,20054341.581161153
3173,20090836.976229493
3174,20098573.699723978
3175,20050594.103027098
3176,20123913.818555135
3177,20063036.160619877
3178,20092718.625403523
3179,20070184.296169344
3180,20070082.939678814
3181,20101558.252944138
3182,20042073.753920704
3183,20064292.8740518
3184,20076936.75327536
3185,20048579.668325692
3186,20059589.90240919
3187,20064249.142758913
3188,20094290.18494958
3189,20055999.098901488
3190,20103340.08563691
3191,20093781.81734143
3192,20078592.1393486
3193,20109190.902288575
3194,20109638.834254023
3195,20078953.999451622
3196,20080356.224447865
3197,20093246.678626396
3198,20060598.02055502
3199,20091966.797491424
3200,20079759.86341419
3201,20082890.99607457
3202,20068107.50287457
3203,20100740.84793159
3204,20084083.261154126
3205,20083016.725761686
3206,20094072.699015003
3207,20079778.744886693
3208,20092119.108060654
3209,20083999.574476823
3210,20085010.535479303
3211,20098746.113151353
3212,20070790.175716054
3213,20084460.993506137
3214,20089584.519791473
3215,20091532.974720694
3216,20076008.09566293
3217,20072723.187374756
3218,20127566.691738717
3219,20088670.83302779
3220,20108769.588937517
3221,20068709.33732627
3222,20085392.684823863
3223,20087730.77004644
3224,20109487.93079427
3225,20067300.71894085
3226,20073939.090662993
3227,20105947.48388603
3228,20065956.829467025
3229,20067637.539058663
3230,20102673.50504318
3231,20099478.587908745
3232,20074048.184762165
3233,20091974.0148592
3234,20081458.966187607
3235,20111469.4532634
3236,20099560.44211571
3237,20103444.58686914
3238,20068249.244446836
3239,20086833.79301016
3240,20081404.569997814
3241,20093527.828071326
3242,20081181.170952715
3243,20095038.096579902
3244,20114787.08798345
3245,20138163.668327738
3246,20084567.50413177
3247,20076911.545506082
3248,20099852.23074558
3249,20121468.241600886
3250,20102757.75652713
3251,20101401.165117737
3252,20076537.079999488
3253,20081213.173060164
3254,20074533.903331336
3255,20117758.13605136
3256,20075966.360784933
3257,20096971.183627967
3258,20103096.736362662
3259,20085835.464502025
3260,20099639.669920947
3261,20056645.832871627
3262,20066526.941820573
3263,20100761.254411913
3264,20120957.718099605
3265,20124988.597953364
3266,20095842.1794117
3267,20080028.07577246
3268,20087722.052614357
3269,20123857.95370826
3270,20075923.39494689
3271,20042606.376249105
3272,20119456.358358625
3273,20071425.827333167
3274,20051559.120715432
3275,20105493.14474682
3276,20103425.383128908
3277,20088721.181747124
3278,20121646.470084254
3279,20092107.516658287
3280,20038899.971353408
3281,20096854.176829536
3282,20085400.013987478
3283,20084102.58008829
3284,20068343.866518207
3285,20072961.32126505
3286,20107570.39440721
3287,20068153.85776027
3288,20092181.086816877
3289,20102299.17490093
3290,20099199.3123328
3291,20069958.070146255
3292,20095604.164994184
3293,20092597.601891488
3294,20091056.14843878
3295,20092338.587859865
3296,20060925.757457823
3297,20078160.65957139
3298,20084020.439765166
3299,20107714.827460393
3300,20098301.205705788
3301,20117628.06711146
3302,20084256.26865234
3303,20076449.30574362
3304,20083673.769893657
3305,20078992.94245624
3306,20096013.932502836
3307,20094198.966745224
3308,20064657.0832563
3309,20106823.393831186
3310,20094933.023634743
3311,20054339.883843843
3312,20101132.967769694
3313,20068671.0385055
3314,20073945.226623345
3315,20098611.334341478
3316,20059111.179509107
3317,20110460.306766737
3318,20057759.305562694
3319,20078038.588238835
3320,20090980.586740505
3321,20148497.54478722
3322,20087652.07990399
3323,20090047.527378213
3324,20067010.190713458
3325,20084368.49943475
3326,20106500.902133793
3327,20086019.979175717
3328,20100554.079380184
3329,20076109.602256823
3330,20065858.868454568
3331,20083837.682538416
3332,20078660.45251468
3333,20116827.183854617
3334,20069284.19423783
3335,20081027.75321771
3336,20060163.33911538
3337,20057093.05864181
3338,20116436.253051754
3339,20128953.582667958
3340,20103121.408001944
3341,20075136.54061499
3342,20085664.43710715
3343,20088611.890254267
3344,20064807.201919634
3345,20109737.03813978
3346,20074919.631772522
3347,20100759.90932276
3348,20104355.375979416
3349,20107050.68162143
3350,20096560.899025794
3351,20086408.274655648
3352,20074941.435721207
3353,20091256.77640375
3354,20073090.066295475
3355,20055631.758239057
3356,20078995.43941483
3357,20088825.108535696
3358,20061732.445699558
3359,20079486.797680072
3360,20092694.7968134
3361,20080220.059885744
3362,20062620.25874419
3363,20069335.387170665
3364,20090783.325649027
3365,20056023.166446775
3366,20086947.761821456
3367,20081250.657957453
3368,20092526.960173372
3369,20108870.62681466
3370,20110463.444080975
3371,20084968.361682188
3372,20062735.975803357
3373,20051320.89432193
3374,20096923.442820262
3375,20081298.43423586
3376,20104823.99104586
3377,20107000.802977577
3378,20094299.358463537
3379,20108494.75735697
3380,20100139.080667637
3381,20093595.82204979
3382,20100333.934912886
3383,20069901.59610948
3384,20091470.222292196
3385,20059142.851032097
3386,20122334.180187467
3387,20085303.337926317
3388,20077213.24068008
3389,20075395.092179216
3390,20050577.224823758
3391,20103629.025085405
3392,20095301.26507
3393,20053913.579242002
3394,20109413.042498495
3395,20068935.923944574
3396,20104595.485520583
3397,20088252.356104374
3398,20093207.77411961
3399,20094653.12186905
3400,20090063.028058257
3401,20054399.71413532
3402,20086223.317160737
3403,20093351.20122012
3404,20094276.21135987
3405,20099681.46095992
3406,20076454.402882207
3407,20079378.987040862
3408,20080401.20362052
3409,20094057.60857436
3410,20132232.336156227
3411,20125008.689040218
3412,20071961.58917397
3413,20092270.188070044
3414,20059370.961070403
3415,20080241.18877279
3416,20082179.49179096
3417,20084108.80560901
3418,20074181.943761993
3419,20073482.018508002
3420,20111455.626742117
3421,20078394.825704306
3422,20078496.18129455
3423,20081657.298933107
3424,20065130.294724874
3425,20086688.767029595
3426,20099344.130162284
3427,20075801.45976737
3428,20080453.34623023
3429,20086008.38281557
3430,20063533.567096706
3431,20055181.918940794
3432,20102331.07972445
3433,20061743.953427207
3434,20106921.46633621
3435,20086694.386261646
3436,20103437.923209105
3437,20091074.807432145
3438,20066300.275767405
3439,20068501.89733731
3440,20098954.997423798
3441,20068987.182863142
3442,20088145.450595826
3443,20084591.423272107
3444,20115101.870131604
3445,20133277.645915914
3446,20083353.678072248
3447,20076196.342007294
3448,20096877.025813106
3449,20075508.589745976
3450,20120293.76654231
3451,20073544.516009264
3452,20088678.805919446
3453,20071172.599796392
3454,20061828.469936676
3455,20064442.169887003
3456,20087120.929701686
3457,20096048.467920337
3458,20055671.143378254
3459,20110505.52951234
3460,20076546.898766987
3461,20106427.981324192
3462,20089830.80424847
3463,20068001.210690133
3464,20086027.320626345
3465,20056550.445489947
3466,20087679.812348105
3467,20093101.416672107
3468,20113968.41720161
3469,20086348.99176518
3470,20082611.754150104
3471,20056104.51089385
3472,20090349.479168367
3473,20086609.696944747
3474,20114364.158646815
3475,20087124.72257921
3476,20067745.12646942
3477,20083185.574164324
3478,20050768.244568676
3479,20116985.86480969
3480,20094456.794488017
3481,20067999.51567096
3482,20102986.143734936
3483,20082155.70316437
3484,20083195.012913756
3485,20074970.491215125
3486,20091777.393367786
3487,20084623.406505972
3488,20098957.759294912
3489,20057158.733721107
3490,20074075.21408718
3491,20109665.845909573
3492,20045616.920481652
3493,20082960.52242263
3494,20065640.810987823
3495,20082264.902173534
3496,20056136.85166136
3497,20086128.81225246
3498,20078778.2271913
3499,20068572.58550036
3500,20086689.45897311
3501,20053346.960718114
3502,20099684.08350362
3503,20083759.28471736
3504,20079503.21316126
3505,20059559.624007933
3506,20103377.25542906
3507,20066067.264237422
3508,20069838.48589213
3509,20095894.5403607
3510,20122353.330337543
3511,20108338.85082059
3512,20084098.937101774
3513,20095632.67779872
3514,20068443.457956526
3515,20112604.966038045
3516,20112872.982278034
3517,20064057.13510255
3518,20100732.84613256
3519,20103568.407047752
3520,20080503.985188123
3521,20111083.746264644
3522,20074898.065890476
3523,20061982.756474704
3524,20113830.460032277
3525,20104039.067628864
3526,20075322.328505732
3527,20040325.434968766
3528,20077557.259330716
3529,20080374.58302198
3530,20076048.855575666
3531,20052986.108552136
3532,20083956.113203365
3533,20088444.26755195
3534,20056823.25999685
3535,20029160.92400827
3536,20069066.631791063
3537,20063673.21999184
3538,20065152.171009697
3539,20082626.147463672
3540,20115473.563673504
3541,20118089.889528755
3542,20076421.701140646
3543,20064319.45491098
3544,20106684.08609087
3545,20102364.48138405
3546,20060129.47679601
3547,20084686.735668547
3548,20081877.08760134
3549,20084251.78358633
3550,20082327.124954596
3551,20089499.745094612
3552,20062100.227202207
3553,20060828.466051962
3554,20102479.56096998
3555,20078270.926191896
3556,20107948.051796813
3557,20072974.660199456
3558,20086931.98911433
3559,20068555.717912287
3560,20080280.49327819
3561,20051020.195351142
3562,20060912.411643006
3563,20045970.916172393
3564,20093659.56573887
3565,20082893.61318489
3566,20070909.597205784
3567,20091059.971778084
3568,20075299.483668484
3569,20108266.93474854
3570,20076945.54841198
3571,20109385.842814606
3572,20069299.570403073
3573,20105424.970703732
3574,20107678.273629103
3575,20102571.218903556
3576,20085259.925487634
3577,20053528.26070846
3578,20088467.717447437
3579,20086103.315210402
3580,20059774.29116672
3581,20126233.52588172
3582,20087069.28581716
3583,20103618.351484973
3584,20115009.9608912
3585,20054509.848268993
3586,20109184.136472
3587,20048701.9464962
3588,20105007.488505855
3589,20070169.957277577
3590,20068418.4589893
3591,20105880.830573026
3592,20089258.7912057
3593,20128362.180958975
3594,20117500.92261273
3595,20099370.543051746
3596,20091757.078900263
3597,20083698.275000002
3598,20091771.981948964
3599,20074739.64008181
3600,20105412.942196984
3601,20102597.71970311
3602,20100733.003161952
3603,20092321.31964202
3604,20083336.914531976
3605,20092291.67457654
3606,20087964.564498764
3607,20076775.165902667
3608,20109605.159129374
3609,20078569.92356699
3610,20086341.201883465
3611,20087549.35692057
3612,20063293.868069995
3613,20077475.56999765
3614,20092726.356345017
3615,20131528.27508926
3616,20080180.795734033
3617,20060020.204293013
3618,20081147.678814616
3619,20070660.347217854
3620,20078440.46569233
3621,20117682.139096484
3622,20099038.705346894
3623,20088390.341339905
3624,20052842.58692624
3625,20104455.245895915
3626,20101968.963651113
3627,20083797.366156463
3628,20112677.26373022
3629,20063966.2675968
3630,20082641.41836202
3631,20094204.527695276
3632,20079522.739237215
3633,20087472.744566
3634,20064998.07498865
3635,20086728.301228568
3636,20096927.78951126
3637,20083881.805783965
3638,20104757.47948243
3639,20062286.544737488
3640,20077927.61934632
3641,20049534.28496805
3642,20075283.80069989
3643,20065528.469782356
3644,20098704.963617925
3645,20045070.468287367
3646,20103669.010047674
3647,20077766.17622315
3648,20127704.437277656
3649,20098698.467370793
3650,20092751.88973283
3651,20078744.9805699
3652,20076936.024618782
3653,20069181.23192057
3654,20049534.479498763
3655,20100787.27448852
3656,20092771.431367666
3657,20058880.04039216
3658,20106847.5108953
3659,20080133.817477707
3660,20102495.59076507
3661,20074895.00789938
3662,20111205.940091994
3663,20075754.446133573
3664,20076766.945500262
3665,20095015.193683244
3666,20064100.378773097
3667,20091899.632290244
3668,20106731.588440966
3669,20047027.617081817
3670,20095779.756220385
3671,20062472.47883545
3672,20095484.172353532
3673,20049593.80489269
3674,20068065.664881147
3675,20078777.287524167
3676,20061720.926994488
3677,20057840.470958676
3678,20090714.989907615
3679,20099544.583995227
3680,20088877.394526407
3681,20097445.000576302
3682,20074552.549329214
3683,20079515.447235942
3684,20107360.030083172
3685,20108871.78771813
3686,20073762.470369138
3687,20067558.568073403
3688,20087939.60633935
3689,20088434.6875315
3690,20055035.284212235
3691,20069956.01342831
3692,20113503.783254553
3693,20080831.492274363
3694,20085537.880848326
3695,20097288.864404816
3696,20079600.552343942
3697,20098764.802050114
3698,20067674.00710872
3699,20096609.915383488
3700,20093237.446938653
3701,20017829.360991187
3702,20082053.43816778
3703,20089422.81545126
3704,20063774.924424816
3705,20069490.53748385
3706,20058688.390972976
3707,20087453.958358083
3708,20077077.81472302
3709,20081038.98539905
3710,20085399.165368456
3711,20052620.34471915
3712,20105542.971345868
3713,20073802.993124794
3714,20077952.673970472
3715,20096956.40066661
3716,20089282.74101664
3717,20097751.139566265
3718,20091010.61042055
3719,20079143.87009298
3720,20110614.234086875
3721,20095672.091645993
3722,20043626.213898454
3723,20108289.379944492
3724,20136571.65874174
3725,20065667.499650277
3726,20097404.914167058
3727,20078600.35457714
3728,20084821.993106592
3729,20089640.581247725
3730,20092990.246930752
3731,20086797.23811401
3732,20083550.40426263
3733,20092279.249883786
3734,20087535.118188884
3735,20072154.809809383
3736,20080401.14826222
3737,20103782.53342157
3738,20098006.161020093
3739,20078904.732108843
3740,20084869.149950553
3741,20073605.225313775
3742,20106333.81173446
3743,20077139.778951716
3744,20087904.078514762
3745,20105531.515749015
3746,20107915.034265652
3747,20089210.41015231
3748,20072697.647236362
3749,20059339.727574114
3750,20091906.47838269
3751,20088478.625266857
3752,20093661.41927803
3753,20098859.426204454
3754,20071836.839359965
3755,20068377.68628661
3756,20071746.41149705
3757,20086244.36088522
3758,20063565.60215227
3759,20072414.951500777
3760,20071132.10221964
3761,20079000.572000768
3762,20088279.43284751
3763,20087723.425341774
3764,20102065.20243017
3765,20075773.29297082
3766,20060820.884398174
3767,20106042.21722253
3768,20095501.82372452
3769,20089624.066367347
3770,20086974.545312315
3771,20083460.76862796
3772,20091301.858038444
3773,20059108.7619104
3774,20074776.69113583
3775,20050929.057872295
3776,20090154.94365963
3777,20112649.732352242
3778,20078969.21364748
3779,20099580.664082877
3780,20106927.81082493
3781,20097884.902841244
3782,20103029.538712278
3783,20096184.510058008
3784,20078104.56614795
3785,20094543.009765603
3786,20099741.428009115
3787,20075205.04846343
3788,20090572.15921216
3789,20142037.573194828
3790,20085483.08514875
3791,20123588.21776333
3792,20052635.85669624
3793,20114734.517441835
3794,20113030.54755102
3795,20057360.250405263
3796,20101409.289931215
3797,20073040.598424915
3798,20108384.38204317
3799,20112173.987230003
3800,20113405.68864259
3801,20096863.165813714
3802,20051205.441646706
3803,20096597.46956906
3804,20082893.218235224
3805,20057775.340319674
3806,20119882.099862568
3807,20063000.82968327
3808,20053420.641587052
3809,20061926.491734575
3810,20106039.0639861
3811,20074695.0211136
3812,20073570.77373516
3813,20110765.966607574
3814,20062071.599007912
3815,20106976.39746458
3816,20112111.959386963
3817,20099678.73701235
3818,20114718.966948804
3819,20067779.180907875
3820,20050551.501616266
3821,20091971.595414024
3822,20104203.094774272
3823,20075730.458412327
3824,20080497.994903788
3825,20037648.20124006
3826,20095981.43723885
3827,20086473.500645485
3828,20057266.182877295
3829,20082186.246816196
3830,20083671.496723164
3831,20044489.933313902
3832,20071068.95057192
3833,20081836.170575645
3834,20097704.272547845
3835,20125027.26491254
3836,20068570.8411772
3837,20109365.17388314
3838,20073187.633990653
3839,20101525.73002968
3840,20132826.04835265
3841,20065921.699072547
3842,20090991.232245084
3843,20096038.98871248
3844,20079856.908817142
3845,20101238.51437987
3846,20109287.66295136
3847,20084095.54075001
3848,20104654.658931233
3849,20101738.71338558
3850,20064952.706479456
3851,20096131.830390237
3852,20069121.84123895
3853,20067340.82900775
3854,20109776.646309413
3855,20078275.638542607
3856,20106465.607985195
3857,20094107.81922509
3858,20076006.95038782
3859,20087907.698121395
3860,20058805.318444055
3861,20081796.06121122
3862,20095844.1766601
3863,20095092.1372576
3864,20063982.75141798
3865,20120919.751626216
3866,20045035.96526785
3867,20101290.061766345
3868,20087260.543925256
3869,20098198.520583853
3870,20080445.34007809
3871,20109056.98205466
3872,20103180.912280615
3873,20095406.425498694
3874,20095514.417600967
3875,20116924.44068609
3876,20103477.461245764
3877,20086004.373452242
3878,20069555.304247607
3879,20067477.258073732
3880,20072659.796796247
3881,20087659.860083263
3882,20112594.74832398
3883,20070212.398005534
3884,20100742.538499996
3885,20079733.885028962
3886,20109147.495217413
3887,20086909.423120685
3888,20098978.118365794
3889,20105963.124672864
3890,20088005.63048132
3891,20091334.137730137
3892,20063487.39022445
3893,20081253.457741834
3894,20085645.81508028
3895,20118869.017461814
3896,20099280.46469541
3897,20111219.318555683
3898,20068704.863980617
3899,20082025.73262812
3900,20116570.05007864
3901,20074111.708319258
3902,20074164.242904402
3903,20070569.86396366
3904,20077939.49838228
3905,20112485.057738915
3906,20096758.25585266
3907,20091436.93960797
3908,20068499.237351976
3909,20078474.660131205
3910,20097087.9929673
3911,20069094.40369634
3912,20087162.08586245
3913,20113701.583338838
3914,20061431.85189112
3915,20112611.28714034
3916,20077408.87868993
3917,20099035.93016099
3918,20099379.87814758
3919,20075592.85378189
3920,20090947.019664627
3921,20101476.112731196
3922,20112879.097421672
3923,20051806.28413187
3924,20077271.54543969
3925,20110431.444760848
3926,20048205.676868435
3927,20072778.454293124
3928,20104242.41820114
3929,20091603.298101
3930,20080263.13695694
3931,20070320.795400113
3932,20112601.20990303
3933,20073662.571995277
3934,20090444.951630287
3935,20067130.690178636
3936,20102645.01575087
3937,20087814.298154127
3938,20053934.424012214
3939,20078527.476073544
3940,20082163.316031337
3941,20091277.707185507
3942,20080257.571263283
3943,20095043.307977907
3944,20050878.20959816
3945,20096968.088283803
3946,20080817.69020175
3947,20093095.803358905
3948,20058482.125089105
3949,20067571.33418299
3950,20077548.26502743
3951,20106188.47899503
3952,20095938.03209887
3953,20085509.463412635
3954,20094860.209432885
3955,20092031.401638716
3956,20072083.185016584
3957,20083656.67776401
